Date,CPI,Unemployment,10Y_Treasury,FedFundsRate,IP_Index,GDP_Growth,Inflation,Lending_Rate
2013-08-31,233.456,7.2,2.74,0.08,99.4897,2.0051001767726,0.335037912184741,1.30375
2013-09-30,233.544,7.2,2.81,0.08,100.021,2.0051001767726,0.335037912184741,1.30375
2013-10-31,233.669,7.2,2.62,0.09,99.9037,2.0051001767726,0.335037912184741,1.30375
2013-11-30,234.1,6.9,2.72,0.08,100.1582,2.0051001767726,0.335037912184741,1.30375
2013-12-31,234.719,6.7,2.9,0.09,100.374,2.0051001767726,0.335037912184741,1.30375
2014-01-31,235.288,6.6,2.86,0.07,99.9899,0.296205514142628,2.75922671353253,1.21916666666667
2014-02-28,235.547,6.7,2.71,0.07,100.7471,0.296205514142628,2.75922671353253,1.21916666666667
2014-03-31,236.028,6.7,2.72,0.08,101.7435,0.296205514142628,2.75922671353253,1.21916666666667
2014-04-30,236.468,6.2,2.71,0.09,101.8273,0.296205514142628,2.75922671353253,1.21916666666667
2014-05-31,236.918,6.3,2.56,0.09,102.2392,0.296205514142628,2.75922671353253,1.21916666666667
2014-06-30,237.231,6.1,2.6,0.1,102.5774,0.296205514142628,2.75922671353253,1.21916666666667
2014-07-31,237.498,6.2,2.54,0.09,102.7954,0.296205514142628,2.75922671353253,1.21916666666667
2014-08-31,237.46,6.1,2.42,0.09,102.6322,0.296205514142628,2.75922671353253,1.21916666666667
2014-09-30,237.477,5.9,2.53,0.09,102.9417,0.296205514142628,2.75922671353253,1.21916666666667
2014-10-31,237.43,5.7,2.3,0.09,102.9611,0.296205514142628,2.75922671353253,1.21916666666667
2014-11-30,236.983,5.8,2.33,0.09,103.5978,0.296205514142628,2.75922671353253,1.21916666666667
2014-12-31,236.252,5.6,2.21,0.12,103.6151,0.296205514142628,2.75922671353253,1.21916666666667
2015-01-31,234.747,5.7,1.88,0.11,102.7923,1.56062669674904,0.795279630579839,1.14283333333333
2015-02-28,235.342,5.5,1.98,0.11,102.1366,1.56062669674904,0.795279630579839,1.14283333333333
2015-03-31,235.976,5.4,2.04,0.11,101.7869,1.56062669674904,0.795279630579839,1.14283333333333
2015-04-30,236.222,5.4,1.94,0.12,101.2255,1.56062669674904,0.795279630579839,1.14283333333333
2015-05-31,237.001,5.6,2.2,0.12,100.7675,1.56062669674904,0.795279630579839,1.14283333333333
2015-06-30,237.657,5.3,2.36,0.13,100.4588,1.56062669674904,0.795279630579839,1.14283333333333
2015-07-31,238.034,5.2,2.32,0.13,101.0893,1.56062669674904,0.795279630579839,1.14283333333333
2015-08-31,238.033,5.1,2.17,0.14,100.9165,1.56062669674904,0.795279630579839,1.14283333333333
2015-09-30,237.498,5.0,2.17,0.14,100.633,1.56062669674904,0.795279630579839,1.14283333333333
2015-10-31,237.733,5.0,2.07,0.12,100.1563,1.56062669674904,0.795279630579839,1.14283333333333
2015-11-30,238.017,5.1,2.26,0.12,99.4366,1.56062669674904,0.795279630579839,1.14283333333333
2015-12-31,237.761,5.0,2.24,0.24,98.9471,1.56062669674904,0.795279630579839,1.14283333333333
2016-01-31,237.652,4.8,2.09,0.34,99.4391,0.753826745903538,-0.127258844489754,1.04475
2016-02-29,237.336,4.9,1.78,0.38,98.9232,0.753826745903538,-0.127258844489754,1.04475
2016-03-31,238.08,5.0,1.89,0.36,98.1635,0.753826745903538,-0.127258844489754,1.04475
2016-04-30,238.992,5.1,1.81,0.37,98.4775,0.753826745903538,-0.127258844489754,1.04475
2016-05-31,239.557,4.8,1.81,0.37,98.2549,0.753826745903538,-0.127258844489754,1.04475
2016-06-30,240.222,4.9,1.64,0.38,98.7315,0.753826745903538,-0.127258844489754,1.04475
2016-07-31,240.101,4.8,1.5,0.39,98.8452,0.753826745903538,-0.127258844489754,1.04475
2016-08-31,240.545,4.9,1.56,0.4,98.7427,0.753826745903538,-0.127258844489754,1.04475
2016-09-30,241.176,5.0,1.63,0.4,98.6552,0.753826745903538,-0.127258844489754,1.04475
2016-10-31,241.741,4.9,1.76,0.4,98.7237,0.753826745903538,-0.127258844489754,1.04475
2016-11-30,242.026,4.7,2.14,0.41,98.3443,0.753826745903538,-0.127258844489754,1.04475
2016-12-31,242.637,4.7,2.49,0.54,99.0406,0.753826745903538,-0.127258844489754,1.04475
2017-01-31,243.618,4.7,2.43,0.65,98.8158,1.67533175166503,0.484199796126385,0.994
2017-02-28,244.006,4.6,2.42,0.66,98.4356,1.67533175166503,0.484199796126385,0.994
2017-03-31,243.892,4.4,2.48,0.79,99.0492,1.67533175166503,0.484199796126385,0.994
2017-04-30,244.193,4.4,2.3,0.9,100.0416,1.67533175166503,0.484199796126385,0.994
2017-05-31,244.004,4.4,2.3,0.91,100.128,1.67533175166503,0.484199796126385,0.994
2017-06-30,244.163,4.3,2.19,1.04,100.337,1.67533175166503,0.484199796126385,0.994
2017-07-31,244.243,4.3,2.32,1.15,100.0865,1.67533175166503,0.484199796126385,0.994
2017-08-31,245.183,4.4,2.21,1.16,99.6323,1.67533175166503,0.484199796126385,0.994
2017-09-30,246.435,4.3,2.2,1.15,99.7482,1.67533175166503,0.484199796126385,0.994
2017-10-31,246.626,4.2,2.36,1.15,100.9893,1.67533175166503,0.484199796126385,0.994
2017-11-30,247.284,4.2,2.35,1.16,101.2493,1.67533175166503,0.484199796126385,0.994
2017-12-31,247.805,4.1,2.4,1.3,101.4871,1.67533175166503,0.484199796126385,0.994
